category,context_condition,model,neg_Non-target,neg_Target,nonneg_Non-target,nonneg_Target,new_bias_score,accuracy,acc_bias,x
Race_x_gender (names),disambig,actadd_Llama-3.1-8B-Instruct_pred_race,666.0,776.0,681.0,600.0,0.010650018362100555,0.5077095598542193,1.0650018362100555,0
Race_x_gender (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,940.0,957.0,777.0,807.0,0.013501867279517299,0.9887963228957196,1.35018672795173,0
Race_x_gender (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,91.0,233.0,63.0,29.0,0.2596153846153846,0.2766251728907331,25.96153846153846,0
Race_x_gender (names),disambig,baseline_Llama-3.1-8B-Instruct_pred_race,1033.0,1143.0,886.0,893.0,0.029582806573956955,0.9260749308524013,2.9582806573956955,0
Race_x_gender (names),disambig,deberta_base,1270.0,1385.0,1255.0,1251.0,0.021507459794613437,0.8245614035087719,2.1507459794613437,0
Race_x_gender (names),disambig,deberta_large,1408.0,1421.0,1338.0,1310.0,-0.002738725579696899,0.9259649122807018,-0.2738725579696899,0
Race_x_gender (names),disambig,roberta_base,1124.0,1017.0,1020.0,1023.0,-0.0248565965583174,0.6031578947368421,-2.48565965583174,0
Race_x_gender (names),disambig,roberta_large,1240.0,1312.0,1221.0,1248.0,0.019717187811193027,0.8343859649122807,1.9717187811193027,0
Race_x_gender (names),disambig,unifiedqa_baseline_qonly,666.0,805.0,813.0,420.0,-0.09393491124260356,0.2366157626821134,-9.393491124260356,0
Race_x_gender (names),disambig,unifiedqa_format_arc,1323.0,1392.0,1135.0,1163.0,0.019349690803909914,0.8611306179775281,1.9349690803909914,0
Race_x_gender (names),disambig,unifiedqa_format_race,1357.0,1407.0,1303.0,1334.0,0.014997222736530258,0.9263028601509037,1.4997222736530258,0
Religion,ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,12.0,65.0,25.0,32.0,0.4477611940298507,0.5876923076923077,18.461538461538456,0
Religion,ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,9.0,88.0,47.0,41.0,0.39459459459459456,0.5092838196286472,19.36339522546419,0
Religion,ambig,ablation_Llama-3.1-8B-Instruct_pred_race,6.0,59.0,25.0,30.0,0.4833333333333334,0.6307692307692307,17.84615384615385,0
Religion,ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,22.0,55.0,39.0,43.0,0.23270440251572322,0.5508474576271186,10.451977401129941,0
Religion,ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,21.0,69.0,53.0,49.0,0.22916666666666674,0.627906976744186,8.52713178294574,0
Religion,ambig,actadd_Llama-3.1-8B-Instruct_pred_race,12.0,59.0,37.0,40.0,0.33783783783783794,0.6566125290023201,11.600928074245944,0
Religion,ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,11.0,44.0,23.0,34.0,0.3928571428571428,0.6666666666666666,13.095238095238097,0
Religion,ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,3.0,63.0,27.0,36.0,0.5348837209302326,0.5520833333333334,23.958333333333336,0
Religion,ambig,baseline_Llama-3.1-8B-Instruct_pred_race,3.0,51.0,22.0,36.0,0.5535714285714286,0.6477987421383647,19.496855345911953,0
Religion,ambig,deberta_base,41.0,103.0,47.0,63.0,0.30708661417322825,0.5766666666666667,12.999999999999995,0
Religion,ambig,deberta_large,53.0,136.0,60.0,98.0,0.34870317002881834,0.4216666666666667,20.166666666666664,0
Religion,ambig,roberta_base,12.0,15.0,70.0,61.0,-0.03797468354430378,0.7366666666666667,-0.9999999999999993,0
Religion,ambig,roberta_large,45.0,84.0,60.0,76.0,0.2075471698113207,0.5583333333333333,9.166666666666664,0
Religion,ambig,unifiedqa_baseline_qonly,17.0,117.0,45.0,73.0,0.5079365079365079,0.58,21.333333333333336,0
Religion,ambig,unifiedqa_format_arc,40.0,137.0,55.0,105.0,0.43620178041543034,0.43833333333333335,24.500000000000004,0
Religion,ambig,unifiedqa_format_race,25.0,99.0,37.0,49.0,0.4095238095238096,0.65,14.333333333333337,0
Religion,disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,78.0,80.0,71.0,88.0,0.05993690851735023,0.8588588588588588,5.993690851735023,0
Religion,disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,7.0,92.0,51.0,41.0,0.39267015706806285,0.2486910994764398,39.26701570680628,0
Religion,disambig,ablation_Llama-3.1-8B-Instruct_pred_race,64.0,121.0,80.0,78.0,0.16034985422740533,0.7586206896551724,16.034985422740533,0
Religion,disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,66.0,84.0,82.0,96.0,0.09756097560975618,0.7117346938775511,9.756097560975618,0
Religion,disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,20.0,70.0,55.0,47.0,0.21875,0.17341040462427745,21.875,0
Religion,disambig,actadd_Llama-3.1-8B-Instruct_pred_race,29.0,76.0,38.0,59.0,0.3366336633663367,0.34759358288770054,33.66336633663367,0
Religion,disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,42.0,60.0,46.0,56.0,0.13725490196078427,0.7929515418502202,13.725490196078427,0
Religion,disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,3.0,52.0,25.0,38.0,0.5254237288135593,0.21611721611721613,52.542372881355924,0
Religion,disambig,baseline_Llama-3.1-8B-Instruct_pred_race,46.0,97.0,60.0,70.0,0.22344322344322354,0.7450331125827815,22.344322344322354,0
Religion,disambig,deberta_base,130.0,131.0,120.0,128.0,0.017681728880157177,0.785,1.7681728880157177,0
Religion,disambig,deberta_large,145.0,153.0,142.0,144.0,0.017123287671232834,0.9,1.7123287671232834,0
Religion,disambig,roberta_base,80.0,86.0,83.0,95.0,0.05232558139534893,0.4533333333333333,5.232558139534893,0
Religion,disambig,roberta_large,137.0,140.0,122.0,137.0,0.033582089552238736,0.8,3.3582089552238736,0
Religion,disambig,unifiedqa_baseline_qonly,17.0,117.0,45.0,73.0,0.5079365079365079,0.22333333333333333,50.79365079365079,0
Religion,disambig,unifiedqa_format_arc,144.0,153.0,116.0,126.0,0.03525046382189245,0.8516666666666667,3.5250463821892453,0
Religion,disambig,unifiedqa_format_race,147.0,151.0,137.0,134.0,0.0017574692442883233,0.88,0.17574692442883233,0
SES,ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,161.0,196.0,108.0,416.0,0.3893303064699205,0.4388535031847134,21.84713375796178,0
SES,ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,76.0,164.0,155.0,347.0,0.37735849056603765,0.5900552486187846,15.469613259668504,0
SES,ambig,ablation_Llama-3.1-8B-Instruct_pred_race,85.0,165.0,107.0,311.0,0.4251497005988023,0.4752553024351925,22.3095051060487,0
SES,ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,286.0,309.0,192.0,425.0,0.2112211221122111,0.30504587155963303,14.6788990825688,0
SES,ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,185.0,316.0,244.0,310.0,0.18672985781990525,0.6264164305949008,6.975920679886688,0
SES,ambig,actadd_Llama-3.1-8B-Instruct_pred_race,188.0,335.0,222.0,234.0,0.16241062308478038,0.5165432098765432,7.851851851851851,0
SES,ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,112.0,146.0,92.0,478.0,0.5072463768115942,0.48857319332921556,25.941939468807906,0
SES,ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,55.0,117.0,105.0,300.0,0.44540727902946275,0.6664739884393064,14.855491329479767,0
SES,ambig,baseline_Llama-3.1-8B-Instruct_pred_race,55.0,154.0,68.0,312.0,0.5823429541595926,0.507112970711297,28.702928870292894,0
SES,ambig,deberta_base,88.0,259.0,322.0,480.0,0.2863359442993907,0.664427570093458,9.60864485981308,0
SES,ambig,deberta_large,301.0,673.0,270.0,911.0,0.47006960556844546,0.37061915887850466,29.58528037383178,0
SES,ambig,roberta_base,25.0,43.0,305.0,435.0,0.1831683168316831,0.764018691588785,4.322429906542056,0
SES,ambig,roberta_large,115.0,119.0,334.0,449.0,0.11701081612586028,0.7029789719626168,3.4754672897196235,0
SES,ambig,unifiedqa_baseline_qonly,39.0,385.0,182.0,635.0,0.6438356164383561,0.6375584112149533,23.335280373831775,0
SES,ambig,unifiedqa_format_arc,85.0,717.0,102.0,1136.0,0.8166666666666667,0.40420560747663553,48.656542056074755,0
SES,ambig,unifiedqa_format_race,44.0,339.0,84.0,722.0,0.7846930193439865,0.6527453271028038,27.248831775700932,0
SES,disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,506.0,555.0,357.0,419.0,0.060424605334785,0.9604978354978355,6.0424605334785,0
SES,disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,77.0,172.0,156.0,349.0,0.38196286472148544,0.21516164994425863,38.19628647214854,0
SES,disambig,ablation_Llama-3.1-8B-Instruct_pred_race,556.0,585.0,486.0,539.0,0.03785780240073877,0.9293253786140432,3.785780240073877,0
SES,disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,455.0,479.0,521.0,637.0,0.06692160611854692,0.8359020852221215,6.692160611854692,0
SES,disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,186.0,312.0,254.0,308.0,0.16981132075471694,0.18973451327433627,16.981132075471695,0
SES,disambig,actadd_Llama-3.1-8B-Instruct_pred_race,223.0,361.0,301.0,293.0,0.11035653650254673,0.49625,11.035653650254673,0
SES,disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,464.0,472.0,286.0,315.0,0.02407286922576457,0.9421221864951769,2.407286922576457,0
SES,disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,50.0,123.0,106.0,300.0,0.4611398963730571,0.1753774680603949,46.11398963730571,0
SES,disambig,baseline_Llama-3.1-8B-Instruct_pred_race,559.0,530.0,394.0,438.0,0.007808433107756363,0.9433281813498197,0.7808433107756363,0
SES,disambig,deberta_base,740.0,790.0,753.0,822.0,0.038325281803542666,0.893107476635514,3.8325281803542666,0
SES,disambig,deberta_large,777.0,821.0,826.0,878.0,0.029073288915808515,0.9632009345794392,2.9073288915808515,0
SES,disambig,roberta_base,625.0,582.0,572.0,796.0,0.0702912621359224,0.5890771028037384,7.0291262135922405,0
SES,disambig,roberta_large,787.0,871.0,778.0,808.0,0.03514180024660907,0.9401285046728972,3.5141800246609067,0
SES,disambig,unifiedqa_baseline_qonly,39.0,385.0,182.0,635.0,0.6438356164383561,0.18136682242990654,64.3835616438356,0
SES,disambig,unifiedqa_format_arc,818.0,870.0,782.0,857.0,0.03817252780282532,0.9693341121495327,3.817252780282532,0
SES,disambig,unifiedqa_format_race,833.0,875.0,761.0,849.0,0.03918022905364671,0.9672897196261683,3.918022905364671,0
Sexual_orientation,ambig,ablation_Llama-3.1-8B-Instruct_pred_arc,12.0,25.0,12.0,23.0,0.33333333333333326,0.7096774193548387,9.677419354838706,0
Sexual_orientation,ambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,11.0,25.0,39.0,25.0,0.0,0.6677740863787376,0.0,0
Sexual_orientation,ambig,ablation_Llama-3.1-8B-Instruct_pred_race,10.0,19.0,20.0,18.0,0.10447761194029859,0.680952380952381,3.3333333333333353,0
Sexual_orientation,ambig,actadd_Llama-3.1-8B-Instruct_pred_arc,18.0,33.0,28.0,17.0,0.04166666666666674,0.6404494382022472,1.4981273408239726,0
Sexual_orientation,ambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,19.0,33.0,34.0,17.0,-0.029126213592232997,0.7154696132596685,-0.8287292817679555,0
Sexual_orientation,ambig,actadd_Llama-3.1-8B-Instruct_pred_race,14.0,26.0,24.0,18.0,0.07317073170731714,0.6809338521400778,2.3346303501945544,0
Sexual_orientation,ambig,baseline_Llama-3.1-8B-Instruct_pred_arc,3.0,22.0,9.0,11.0,0.46666666666666656,0.7857142857142857,10.0,0
Sexual_orientation,ambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,4.0,15.0,33.0,11.0,-0.17460317460317465,0.7449392712550608,-4.453441295546559,0
Sexual_orientation,ambig,baseline_Llama-3.1-8B-Instruct_pred_race,6.0,12.0,12.0,14.0,0.18181818181818188,0.7708333333333334,4.166666666666667,0
Sexual_orientation,ambig,deberta_base,64.0,51.0,72.0,66.0,-0.07509881422924902,0.41435185185185186,-4.398148148148149,0
Sexual_orientation,ambig,deberta_large,72.0,93.0,83.0,90.0,0.08284023668639051,0.2175925925925926,6.48148148148148,0
Sexual_orientation,ambig,roberta_base,35.0,53.0,58.0,41.0,0.005347593582887722,0.5671296296296297,0.23148148148148237,0
Sexual_orientation,ambig,roberta_large,60.0,48.0,78.0,77.0,-0.049429657794676785,0.3912037037037037,-3.0092592592592577,0
Sexual_orientation,ambig,unifiedqa_baseline_qonly,18.0,23.0,16.0,44.0,0.3267326732673268,0.7662037037037037,7.638888888888889,0
Sexual_orientation,ambig,unifiedqa_format_arc,39.0,63.0,40.0,67.0,0.2440191387559809,0.5162037037037037,11.805555555555557,0
Sexual_orientation,ambig,unifiedqa_format_race,29.0,36.0,26.0,44.0,0.18518518518518512,0.6875,5.7870370370370345,0
Sexual_orientation,disambig,ablation_Llama-3.1-8B-Instruct_pred_arc,66.0,64.0,46.0,52.0,0.01754385964912286,0.8531746031746031,1.7543859649122862,0
Sexual_orientation,disambig,ablation_Llama-3.1-8B-Instruct_pred_qonly,13.0,27.0,32.0,21.0,0.032258064516129004,0.16831683168316833,3.2258064516129004,0
Sexual_orientation,disambig,ablation_Llama-3.1-8B-Instruct_pred_race,76.0,73.0,52.0,63.0,0.030303030303030276,0.7789473684210526,3.0303030303030276,0
Sexual_orientation,disambig,actadd_Llama-3.1-8B-Instruct_pred_arc,60.0,68.0,57.0,47.0,-0.008620689655172376,0.6811594202898551,-0.8620689655172376,0
Sexual_orientation,disambig,actadd_Llama-3.1-8B-Instruct_pred_qonly,21.0,36.0,35.0,18.0,-0.018181818181818188,0.1322314049586777,-1.8181818181818188,0
Sexual_orientation,disambig,actadd_Llama-3.1-8B-Instruct_pred_race,24.0,42.0,44.0,30.0,0.02857142857142847,0.38073394495412843,2.857142857142847,0
Sexual_orientation,disambig,baseline_Llama-3.1-8B-Instruct_pred_arc,41.0,43.0,29.0,27.0,0.0,0.7584269662921348,0.0,0
Sexual_orientation,disambig,baseline_Llama-3.1-8B-Instruct_pred_qonly,3.0,15.0,30.0,11.0,-0.11864406779661019,0.14814814814814814,-11.864406779661019,0
Sexual_orientation,disambig,baseline_Llama-3.1-8B-Instruct_pred_race,41.0,50.0,41.0,42.0,0.05747126436781613,0.7004830917874396,5.747126436781613,0
Sexual_orientation,disambig,deberta_base,109.0,101.0,89.0,79.0,-0.04761904761904767,0.8125,-4.761904761904767,0
Sexual_orientation,disambig,deberta_large,108.0,108.0,108.0,107.0,-0.002320185614849146,0.9861111111111112,-0.23201856148491462,0
Sexual_orientation,disambig,roberta_base,61.0,80.0,68.0,67.0,0.0652173913043479,0.47685185185185186,6.521739130434789,0
Sexual_orientation,disambig,roberta_large,107.0,107.0,109.0,96.0,-0.031026252983293534,0.9375,-3.1026252983293534,0
Sexual_orientation,disambig,unifiedqa_baseline_qonly,18.0,23.0,16.0,44.0,0.3267326732673268,0.1111111111111111,32.67326732673268,0
Sexual_orientation,disambig,unifiedqa_format_arc,105.0,106.0,94.0,95.0,0.004999999999999893,0.9259259259259259,0.49999999999998934,0
Sexual_orientation,disambig,unifiedqa_format_race,109.0,107.0,96.0,95.0,-0.0073710073710073765,0.9398148148148148,-0.7371007371007376,0
